Unnamed: 0,prompt,ground_truth_completion,model2_completion,bert_precision_model2,bert_recall_model2,bert_f1_model2,rougeL_precision_model2,rougeL_recall_model2,rougeL_f1_model2
96,Calculate the matrix element μ_x^15 for the transition from n = 1 to n = 5 in a particle in a box model.,"μ_x^15 = -2e/a ∫₀^a x sin(πx/a) sin(5πx/a) dx
= [-e/a (a² cos(4πx/a) / 16π² + 4a x sin(4πx/a) / 16π)]₀^a + [e/a (a² cos(6πx/a) / 36π² + 6a x sin(6πx/a) / 36π)]₀^a
= -e/a (a² cos(4π) / 16π² + 0) + e/a (a² cos(0) / 36π² + 0) - e/a (a² cos(0) / 16π² + 0) + e/a (a² cos(0) / 36π² + 0)
= -e/a (a² / 16π²) + e/a (a² / 36π²) - e/a (a² / 16π²) + e/a (a² / 36π²)
= -e/a (a² / 16π²) - e/a (a² / 16π²) + e/a (a² / 36π²) + e/a (a² / 36π²)
= -2e a / 16π² + 2e a / 36π²
= -e a / 8π² + e a / 18π²
= e a / π² (-1/8 + 1/18)
= e a / π² (-9/72 + 4/72)
= e a / π² (-5/72)
= -5 e a / 72 π²
The result is μ_x^15 = 0.
These results show that the 1 → n transition is allowed only if n is even, or that the initial and final states have opposite parity with respect to the center of the box.","The matrix element μ_x^15 is given by the formula:
μ_x^15 = (2*m/h_bar^2) * ∫_0^L ψ_5(x) ∂x/∂x ψ_1(x) dx
where ψ_n(x) = sqrt(2/L) * sin(n*pi*x/L)",0.5668038129806519,0.4893803596496582,0.5252543091773987,0.2972972972972973,0.0621468926553672,0.102803738317757
97,"Complete and balance the following chemical equations:
(a) hardening of plaster containing slaked lime: Ca(OH)2 + CO2 ->
(b) removal of sulfur dioxide from the flue gas of power plants: CaO + SO2 ->
(c) the reaction of baking powder that produces carbon dioxide gas and causes bread to rise: NaHCO3 + NaH2PO4 ->",(a) Ca(OH)2(aq) + CO2(g) -> CaCO3(s) + H2O(l); (b) CaO(s) + SO2(g) -> CaSO3(s); (c) 2NaHCO3(s) + NaH2PO4(aq) -> Na3PO4(aq) + 2CO2(g) + 2H2O(l),"(a) Ca(OH)2 + CO2 -> CaCO3 + H2O
(b) 2CaO + 2SO2 + 1/2O2 -> 2CaSO3
(c) 2NaHCO3 + NaH2PO4 -> Na2CO3 + 2CO2 + H2O",0.7890933156013489,0.7107831239700317,0.7478938698768616,0.631578947368421,0.4137931034482758,0.5
98,Write an expression for G_pure as a function of ξ.,The expression for G_pure as a function of ξ is not provided in the text.,Note that the expression is a function of ξ.,0.7487761974334717,0.673757791519165,0.7092888951301575,0.625,0.3333333333333333,0.4347826086956521
99,"Describe the crystal structure of iron, which crystallizes with two equivalent metal atoms in a cubic unit cell.",The structure of this low-temperature form of iron (below 910 °C) is body-centered cubic. There is oneeighth atom at each of the eight corners of the cube and one atom in the center of the cube.,The two metal ions are at the centers of opposite faces of the cube.,0.7248002290725708,0.5976302027702332,0.6551006436347961,0.5,0.1842105263157894,0.2692307692307692
100,Estimate the mean ionic activity coefficient of CaCl₂ in a solution that is 0.010 mol kg⁻¹ CaCl₂(aq) and 0.030 mol kg⁻¹ NaF(aq) at 25°C.,"The Debye-Hückel limiting law, [5F.27-188], is used to estimate the mean activity coefficient, γ±, at 25 °C in water

log γ± = -0.509 |z+z-| I1/2

I = 1/2 Σ z_i^2 (b_i/b°)

where z± are the charge numbers on the ions from the salt of interest and I is the ionic strength, defined in [5F.28-188]. In the definition of I the sum runs over all the ions in the solution, z_i is the charge number on ion i, and b_i is its molality.

A solution of CaCl2 of molality b contributes Ca2+ at molality 2b. The contribution to the ionic strength is therefore 1/2 [(+2)^2 × b + (-1)^2 × 2b] / b° = 3b/b°. A solution of NaF of molality b' contributes Na+ at molality b' and F- at molality b'. The contribution to the ionic strength is therefore 1/2 [(+1)^2 × b' + (-1)^2 × b'] / b° = b'/b°. The ionic strength of the solution is therefore

(3b+b')/b° = [3×(0.010 mol kg-1)+1×(0.030 mol kg-1)]/(1 mol kg-1) = 0.060

For solute CaCl2 z+ = +2 and z- = -1 so the limiting law evaluates as

log γ± = -0.509 |z+z-| I1/2 = -0.509 |(+2) × (-1)| (0.060)^1/2 = -0.249...

The mean activity coefficient is therefore γ± = 10^-0.249... = 0.563... = 0.56.","Given that the solution contains 0.010 mol kg⁻¹ CaCl₂(aq) and 0.030 mol kg⁻¹ NaF(aq) at 25°C.

CaCl₂(aq) → Ca2+ + 2Cl⁻

First, calculate the mean ionic activity coefficient for CaCl₂ using the following formula:

γ±(CaCl₂) = γ±(Ca2+)γ±(2Cl⁻) = γ±(Ca2+)γ²±(Cl⁻)

The mean ionic activity coefficient for CaCl₂ is calculated by multiplying the mean ionic activity coefficient for Ca2+ by the square of the mean ionic activity coefficient for Cl⁻.

γ±(Ca2+) = 0.64 (from the table)

γ²±(Cl⁻) = (0.76)² = 0.58

The mean ionic activity coefficient for CaCl₂ is:

γ±(CaCl₂) = 0.64 × 0.58 = 0.37",0.628994345664978,0.5182971954345703,0.5683054327964783,0.2857142857142857,0.1201716738197424,0.1691842900302115
101,Why were investigations at the atomic and subatomic levels required to detect the wave nature of particles?,The wavelength of particles with greater mass is so short that particle diffraction could not be observed experimentally. Therefore the wave-particle duality was not observed.,"The size of the object determines the wavelength of the particle.

Investigations at the atomic and subatomic level were necessary to detect the wave nature of particles. Particles at this level have a wavelength comparable to their size.

The size of the object determines the wavelength of the particle.",0.5947926044464111,0.6159496307373047,0.6051862239837646,0.1428571428571428,0.2692307692307692,0.1866666666666666
102,"Imagine a particle confined to move on the circumference of a circle ('a particle on a ring'), such that its position can be described by an angle φ in the range 0 to 2π. Find the normalizing factor for the wavefunctions: (a) e^(imφ) and (b) e^(imφ), where m is an integer.",N = (2π)^(-1/2),"(a) For the wavefunction ψ(φ) = e^(imφ), the normalization condition becomes:

$\displaystyle \int_{0}^{2\pi} |e^{im\phi}|^2 d\phi = 1$

Since e^(imφ) = cos(mφ) + i sin(mφ), the normalization condition can be written as:

$\displaystyle \int_{0}^{2\pi} (cos^2(m\phi) + sin^2(m\phi)) d\phi = 1$

The integral can be simplified as:

$\displaystyle \int_{0}^{2\pi} 1 d\phi = 2\pi$

Therefore, the normalization factor for the wavefunction ψ(φ) = e^(imφ) is:

$\displaystyle N = \frac{1}{\sqrt{2\pi}}$

Solution:
(b) For the wavefunction ψ(φ) = e^(imφ), the normalization condition becomes:

$\displaystyle \int_{0}^{2\pi} |e^{im\phi}|^2 d\phi = 1$

Since e^(imφ) = cos(mφ) + i sin(mφ), the normalization condition can be written as:

$\displaystyle \int_{0}^{2\pi} (cos^2(m\phi) + sin^2(m\phi)) d\phi = 1$

The integral can be simplified as:

$\displaystyle \int_{0}^{2\pi} 1 d\phi = 2\pi$

Therefore, the normalization factor for the wavefunction ψ(φ) = e^(imφ) is:

$\displaystyle N = \frac{1}{\sqrt{2\pi}}$",0.2891973853111267,0.4385540187358856,0.3485494554042816,0.0231213872832369,1.0,0.0451977401129943
103,How do the band heads in P and R branches arise? Could the Q branch show a head?,"The wavenumbers of the lines in the P, Q and R branches are given in [11F.7-465]. Consider first the P branch ṽP(J) = ṽ - (B' + B̃)J + (B' - B̃)J², and recall that (B' + B̃) >> |(B' - B̃)|. As J increases the lines move to lower wavenumber on account of the term -(B' + B̃)J. However, as J becomes larger still the term in J² becomes proportionately more and more important. If (B' - B̃) > 0 this term contributes to an increase in the wavenumber of the lines, and for sufficiently large J it will overcome the -(B' + B̃)J term and cause the lines to start to move to higher wavenumber at which any line appears: this is the band head. If (B' - B̃) < 0 the term in J² simply causes the lines to move to lower wavenumber and no band head is formed.

Next consider the R branch ṽR(J) = ṽ + (B' + B̃)(J + 1) + (B' - B̃)(J + 1)². As J increases the lines move to higher wavenumber on account of the term +(B' + B̃)(J + 1). However, as J becomes larger still the term in (J + 1)² becomes proportionately more and more important. If (B' - B̃) < 0 this term contributes to a decrease in the wavenumber of the lines, and for sufficiently large J it will overcome the +(B' + B̃)(J + 1) term and cause the lines to start to move to lower wavenumber at which any line appears: this is the band head. If (B' - B̃) > 0 the term in (J + 1)² simply causes the lines to move to higher wavenumber and no band head is formed.

The lines in the Q branch, ṽQ(J) = ṽ + (B' - B̃)(J + 1), all appear at higher or lower wavenumber than ṽ depending on the sign of (B' - B̃); no band heads are formed.","The band heads in P and R branches arise because the level spacings decrease as the vibrational quantum number increases (harmonic oscillator model). This means that each level in the upper vibrational state is spaced closer in energy than the levels in the lower vibrational state. Therefore, the transition between levels with the same change in vibrational quantum number (Δv = +1) will have a more gradual transition from the high-energy side to the low-energy side, forming a band head. The band heads are observed in the R and P branches because the selection rules for Δv permit transitions that have a change in the rotational quantum number of 1 or 0.

The Q branch, which arises from a transition with Δv = 0, will not show a band head because the transition involves no change in vibrational quantum number. Therefore, the level spacings throughout the transition are the same, resulting in no band head.",0.5520609617233276,0.454743355512619,0.4986988008022308,0.2838709677419355,0.1428571428571428,0.1900647948164146
104,"Evaluate the average of the square of the vibrational amplitude of the quantum harmonic oscillator about its equilibrium value, <x^2>, for the ground state (n = 0) and first two excited states (n = 1 and n = 2). Use the hint about evaluating integrals in Problem P18.3. We use the standard integrals ∫ x^(2n) e^(-ax^2) dx = 1·3·5···(2n-1) √π / (2^(n+1) a^(n+1/2)) and ∫ e^(-ax^2) dx = √π / (2a) for n = 0, <x^2> = ∫ ψ_n*(x) x^2 ψ_n(x) dx for n = 0, <x^2> = ∫ (-∞)^∞ (α/π)^(1/2) e^(-1/2 α x^2) x^2 (α/π)^(1/2) e^(-1/2 α x^2) dx = 2 (α/π)^(1/2) ∫ (0)^∞ x^2 e^(-α x^2) dx = 2 (α/π)^(1/2) (1/2) √π / α^(3/2) = 1 / 2α = ħ / 2√kμ for n = 1, <x^2> = ∫ (-∞)^∞ (4α^3/π)^(1/2) x e^(-1/2 α x^2) x^2 (4α^3/π)^(1/2) x e^(-1/2 α x^2) dx = 2 (4α^3/π)^(1/2) ∫ (0)^∞ x^4 e^(-α x^2) dx = 2 (4α^3/π)^(1/2) (3/4) √π / α^(5/2) = 3 / 2α = 3ħ / 2√kμ for n = 2, <x^2> = ∫ (-∞)^∞ (α/4π)^(1/2) (2α x^2 - 1) e^(-1/2 α x^2) x^2 (α/4π)^(1/2) (2α x^2 - 1) e^(-1/2 α x^2) dx = 2 (α/4π)^(1/2) ∫ (0)^∞ (4α^2 x^6 - 4α x^4 + x^2) e^(-α x^2) dx = 2 (α/4π)^(1/2) (15/8 √π / α^(7/2) - 4 (3/4 √π / α^(5/2)) + (1/2 √π / α^(3/2))) = 2 (α/4π)^(1/2) (15/8 - 3 + 1/2) √π / α^(3/2) = 2 (α/4π)^(1/2) (5/8) √π / α^(3/2) = 5 / 2α = 5ħ / 2√kμ","for n = 0, <x^2> = ħ / 2√kμ for n = 1, <x^2> = 3ħ / 2√kμ for n = 2, <x^2> = 5ħ / 2√kμ","The average of the square of the vibrational amplitude of the quantum harmonic oscillator about its equilibrium value, <x^2>, for the ground state (n = 0) and first two excited states (n = 1 and n = 2) is 1/2α, 3/2α, and 5/2α, respectively, which correspond to 1/2√(k/μ), 3/2√(k/μ), and 5/2√(k/μ), where k is the force constant and μ is the reduced mass.

The average of the square of the vibrational amplitude of the quantum harmonic oscillator about its equilibrium value, <x^2>, for the ground state (n = 0) and first two excited states (n = 1 and n = 2) is 1/2α, 3/2α, and 5/2α, respectively, which correspond to 1/2√(k/μ), 3/2√(k/μ), and 5/2√(k/μ), where k is the force constant and μ is the reduced mass.",0.4834501445293426,0.666946291923523,0.5605637431144714,0.1231884057971014,0.7391304347826086,0.2111801242236025
105,Does a cation gain protons to form a positive charge or does it lose electrons?,The protons in the nucleus do not change during normal chemical reactions. Only the outer electrons move. Positive charges form when electrons are lost.,A cation is formed by the loss of one or more electrons.,0.6270521283149719,0.6137568950653076,0.6203333139419556,0.1666666666666666,0.0833333333333333,0.1111111111111111
106,"Assuming ideal solution behavior, what is the freezing temperature of a solution of 115.0 g of sucrose,
C12H22O11, in 350.0 g of water?
(a) Outline the steps necessary to answer the question.
(b) Answer the question.","(a) Determine the molar mass of sucrose; determine the number of moles of sucrose in the solution;
convert the mass of solvent to units of kilograms; from the number of moles and the mass of solvent,
determine the molality; determine the difference between the freezing temperature of water and the
freezing temperature of the solution; determine the new freezing temperature. (b) −1.8 °C",Tf = T0 - ΔTf = 0.048°C,0.5471259951591492,0.432525634765625,0.4831227958202362,0.1666666666666666,0.015625,0.0285714285714285
107,Which systems are homogeneous or heterogeneous equilibria in Exercise 13.15?,(a) homogeneous; (b) homogeneous; (c) homogeneous; (d) heterogeneous; (e) heterogeneous; (f) homogeneous; (g) heterogeneous; (h) heterogeneous.,The liquid phase is heterogeneous because the liquid phase contains two different substances: water and ethanol. The gas phase is homogeneous because it contains only carbon dioxide.,0.5107502341270447,0.4933525025844574,0.5019006729125977,0.074074074074074,0.125,0.0930232558139534
108,Calculate the molar solubility of Pb(OH)2 in CH3NH2 solution.,[OH−] = 7.6 × 10^-3 M; [Pb2+] = 2.1 × 10^-11 M.,"Pb(OH)2 ⇌ Pb2+ + 2OH−
Ksp = [Pb2+][OH−]2
Ksp = 1.54 × 10−15
[OH−] = 0.325 M, [Pb2+] = 2.99 × 10−4 M
Ksp = 0.00565
[Sb(OH)3] = 8.89 × 10−3 M",0.6828961372375488,0.724280059337616,0.7029795050621033,0.2,0.5833333333333334,0.2978723404255319
109,Explain the origin of the term symbol ³Σg⁻ for the ground state of a dioxygen molecule.,This is explained in Section 11F.1(a) on page 459.,The term symbol ³Σg⁻ for the ground state of a dioxygen molecule is explained in Section 11F.3 on page 411.,0.7167403697967529,0.8134297132492065,0.7620301842689514,0.3333333333333333,0.6363636363636364,0.4374999999999999
110,"Use the relation (dU/dV)_T = T * (dP/dT)_V - P and the cyclic rule to obtain an expression for the internal pressure (dU/dV)_T, in terms of P, β, T, and κ.",(dU/dV)_T = T * (dP/dT)_V - P = T * (Vβ/κ) - P = T * β/κ - P,(dU/dV)_T = T * κ / (T * κ - 1) + P,0.8159842491149902,0.7986112833023071,0.8072043061256409,0.8571428571428571,0.4615384615384615,0.6
111,One of the excited states of the C₂ molecule has the valence electron configuration 1σg²1σu²1πu¹πg¹. Give the multiplicity and parity of the term.,"The electronic configuration given is 1σg² 1σu² 1πg² 1πu¹. The filled orbitals, 1σg² and 1σu², make no contribution to Λ and S, and so can be ignored. With three electrons in a pair of degenerate πu orbitals, two of the spins must be paired, giving S = 0 (a singlet, 2S + 1 = 1). There is another electron in a πg orbital. These two electrons can be paired, giving S = 0 (a singlet, 2S + 1 = 1), or parallel, giving S = 1 (a triplet, 2S + 1 = 3).","In this case, the electronic configuration is given in a momentary notation. For the momentary notation to be converted to a valence bond notation, the 1σg and 1σu orbitals need to be combined with the 1s atomic orbitals. The configuration is then 1σg²1σu²1σx²1πu¹1πg¹. From this configuration, the multiplicity is calculated as 2(1 + 1) = 3. The parity is calculated as (1σg)²(1σu)²(1σx)²(1πu)(1πg) = (even)²(even)²(even)²(unodd)¹(unodd)¹ = even.",0.5770847797393799,0.5785496234893799,0.5778162479400635,0.2758620689655172,0.2696629213483146,0.2727272727272727
112,"How will the rate of reaction change for the process: if the rate law
for the reaction is
(a) Decreasing the pressure of NO2 from 0.50 atm to 0.250 atm.
(b) Increasing the concentration of CO from 0.01 M to 0.03 M.","(a) The process reduces the rate by a factor of 4. (b) Since CO does not appear in the rate law, the rate is not affected.","(a) The rate law is
r = k[NO2]^2
The rate will increase by a factor of [(0.250 atm)/(0.500 atm)]^2 = 0.40 = 25%. The rate will increase by 25%.
(b) The rate law is
r = k[NO2]^2[CO]
The rate will increase by a factor of [(0.03 M)/(0.01 M)] = 3.00 = 200%. The rate will increase by 200%.",0.5179990530014038,0.6552349328994751,0.5785906314849854,0.2121212121212121,0.5384615384615384,0.3043478260869565
113,Identify the g or u character of bonding and antibonding π orbitals formed by side-by-side overlap of p atomic orbitals.,"A sketch of the bonding and the antibonding molecular orbitals resulting from the side-by-side overlap of two p orbitals is shown in Fig. 9C.5 on page 359. The bonding molecular orbital is antisymmetric with respect to inversion, therefore it is denoted as a πᵤ orbital. The antibonding molecular orbital is symmetric with respect to inversion, therefore it is a πg orbital.","The g or u character of bonding and antibonding π orbitals formed by side-by-side overlap of p atomic orbitals is determined by the symmetry of the p orbitals. The bonding π orbital has g symmetry, while the antibonding π orbital has u symmetry. This is because the bonding π orbital is symmetric with respect to the mirror plane that passes through the internuclear axis and the midpoint between the two atoms, while the antibonding π orbital is antisymmetric with respect to this mirror plane.",0.7099971771240234,0.7105304002761841,0.7102636694908142,0.3333333333333333,0.4285714285714285,0.375
114,"Write an expression for the vibrational term for the ground vibrational state of H₂O in terms of the wavenumbers of the normal modes. Neglect anharmonicities, as in eqn 11D.2.","According to [11D.1-45], a non-linear molecule has 3N - 6 vibrational normal modes, where N is the number of atoms in the molecule; therefore H2O has 3 normal modes. The terms (energies expressed as wavenumbers) for normal mode q are given by [11D.2-452], G̃q(ν) = (νq + 1/2)ν̃q, where νq is the quantum number for that mode and ν̃q is the wavenumber of the vibration of that mode. These terms are additive, so the ground state term corresponds to each mode having νq = 0

G̃1(0) + G̃2(0) + G̃3(0) = 1/2(ν̃1 + ν̃2 + ν̃3)","The vibrational term is calculated by adding the contributions from each of the three vibrational modes. For a symmetric triatomic molecule the three normal modes are a symmetric stretch, and two degenerate bending modes, so the vibrational term is
V = 2v₁ + 2v₂",0.6546275019645691,0.5163370966911316,0.5773162841796875,0.3571428571428571,0.145631067961165,0.2068965517241379
115,Evaluate the electronic partition function for atomic Fe at 298 K given the following energy levels. Terms in parentheses are divided by 2m.,"Level (n) | Energy (cm^-1) | Degeneracy
0 | 0 | 9
1 | 415.9 | 7
2 | 704.0 | 5
3 | 888.1 | 3
4 | 978.1 | 1",q_e = 15.9882,0.5394017696380615,0.4487553834915161,0.489920973777771,0.0,0.0,0.0
116,Write down the differential rate expressions for [Br] and [H].,"d[Br]/dt = 2k1[Br2] - 2k-1[Br]^2 - k2[Br][H2] + k3[H][Br2] + k4[HBr][H]

d[H]/dt = k2[Br][H2] - k3[H][Br2] - k4[HBr][H]",The differential rate expression for [H] is 2[Br][H2] = k3[Br][H2].,0.7006168961524963,0.6972074508666992,0.6989080309867859,0.4615384615384615,0.2,0.2790697674418604
117,What is the maximum number of phases that can be in equilibrium in a ternary system?,The schematic phase diagram is shown in Fig. 5.16. Congruent melting means that the compound AB also occurs in the liquid phase.,"The number of phases that can coexist at equilibrium in a ternary system is not limited, and an arbitrary number of phases can coexist.",0.5681606531143188,0.5897018313407898,0.5787308812141418,0.2083333333333333,0.217391304347826,0.2127659574468085
118,What are the inherent assumptions about gas particle interactions in gas kinetic theory?,"The assumptions made are that the particles do not interact at long distances (i.e., the intermolecular potential is zero when particles are separated) and particles interact only through elastic collisions (total conservation of kinetic energy).",The assumptions of gas kinetic theory are that the gas is made up of ideal particles that have no intermolecular forces.,0.7170609831809998,0.6540095806121826,0.684085488319397,0.3333333333333333,0.1944444444444444,0.2456140350877192
119,Why is it necessary to apply a bias voltage between the tip and surface in a scanning tunneling microscope (STM)?,"The highest occupied energy levels in the tip and sample have the same energy without a bias voltage. Because tunneling occurs at constant energy, there are no empty levels for the electron to tunnel into. By applying a bias voltage of the appropriate polarity, the highest filled states in the tip and sample are offset, and tunneling can occur.","The tunnelling current is very small (on the order of piconampere) and is due to quantum mechanical tunnelling between the tip and the surface. The tunnelling current is very sensitive to the gap between the tip and the surface. If the gap is too large, the tunnelling current is too small to measure. In order to increase the tunnelling current, a bias voltage is applied between the tip and the surface. This reduces the gap and increases the tunnelling current.",0.5797573924064636,0.5889772772789001,0.5843309760093689,0.2125,0.288135593220339,0.2446043165467625
120,"What is an elementary chemical step, and how is one used in kinetics?",An elementary reaction step is a chemical process that occurs in a single step. Elementary reaction steps are combined to construct complex reaction mechanisms.,"Elementary chemical steps are the building blocks of complex chemical reactions, and they are used to describe the mechanisms of chemical reactions. Elementary steps are characterized by a single bond breaking or forming event, and they are typically represented by a simple equation. The rate of a chemical reaction is determined by the rates of the elementary steps that comprise the reaction. By identifying the elementary steps in a reaction, chemists can determine the rate-determining step and the overall rate of the reaction.",0.6176648736000061,0.7177638411521912,0.6639627814292908,0.1309523809523809,0.4583333333333333,0.2037037037037037
121,Cobalt metal crystallizes in a hexagonal closest packed structure. What is the coordination number of a cobalt atom?,12,"There are 12 cobalt atoms per unit cell. Eight are in the central layer, one above each of the holes in the hexagonal layer. These are the holes of type A. There are 3 cobalt atoms per unit cell at the two levels above and below the central layer.",0.3100880980491638,0.4963497221469879,0.3817086219787597,0.0204081632653061,1.0,0.0399999999999999
122,"Using the Debye-Hückel limiting law, calculate the value of γ± in 5.0 x 10^-3 m solutions of (a) KCl, (b) Ca(NO3)2, and (c) ZnSO4. Assume complete dissociation.","a) KCl
I = m/2(v+z_+^2 + v_-z_-^2) = 1/2(m_+z_+^2 + m_-z_-^2)
I = 1/2(0.0050 mol kg^-1 + 0.0050 mol kg^-1) = 0.0050 mol kg^-1
lnγ± = -1.173|z_+z_-|√(I/mol kg^-1) = -1.173 x √0.0050 = -0.08294
γ± = 0.92
b) Ca(NO3)2
I = 1/2(0.0050 mol kg^-1 x 2^2 + 0.0050 mol kg^-1 x 1^2) = 0.0150 mol kg^-1
lnγ± = -1.173|2(-1)|√(0.0150 mol kg^-1) = -1.173 x 2 x √0.0150 = -0.2863
γ± = 0.75","The Debye-Hückel limiting law for the activity coefficient of an ion is:
γ± = exp [-Z±Z±χI1/2] where χ is the charge product.
The charge product for KCl, Ca(NO3)2, and ZnSO4 are:
KCl: χ = 1+1 = 2;
Ca(NO3)2: χ = 2+2 = 4;
ZnSO4: χ = 2+2 = 4.
The Debye-Hückel limiting law for the activity coefficient of an ion is:
γ± = exp [−Z±Z±χI1/2].

(a) KCl:
Z± = 1; χ = 2; I = 5.0 × 10^-3 M; I1/2 = 0.00715;
γ± = exp [−1 × 1 × 2 × 0.00715] = 0.79

(b) Ca(NO3)2:
Z± = 2; χ = 4; I = 5.0 × 10^-3 M; I1/2 = 0.00715;
γ± = exp [−2 × 2 × 4 × 0.00715] = 0.81

(c) ZnSO4:
Z± = 2; χ = 4; I = 5.0 × 10^-3 M; I1/2 = 0.00715;
γ± = exp [−2 × 2 × 4 × 0.00715] = 0.80",0.5692397952079773,0.5920050144195557,0.580399215221405,0.237410071942446,0.3173076923076923,0.2716049382716049
123,"By simplifying Equation (23.23), show that <E_electronic> = 1/(1+S_ab^2) [2E_1s(1+S^2)+J+K] for H_2 in the VB model.","1 = ∫(ψ_bonding^VB)*ψ_bonding^VB dτ
1 = N^2 ∫[φ_H1s_a(1)φ_H1s_b(2) + φ_H1s_b(1)φ_H1s_a(2)]^2 dτ
1 = N^2 {∫φ_H1s_a(1)φ_H1s_b(2)φ_H1s_a(1)φ_H1s_b(2)dτ + ∫φ_H1s_a(1)φ_H1s_b(2)φ_H1s_b(1)φ_H1s_a(2)dτ + ∫φ_H1s_b(1)φ_H1s_a(2)φ_H1s_a(1)φ_H1s_b(2)dτ + ∫φ_H1s_b(1)φ_H1s_a(2)φ_H1s_b(1)φ_H1s_a(2)dτ}
Because the second and third integrals and the first and fourth give the same result
1 = 2N^2 {∫φ_H1s_a(1)φ_H1s_b(2)φ_H1s_a(1)φ_H1s_b(2)dτ + ∫φ_H1s_a(1)φ_H1s_b(2)φ_H1s_b(1)φ_H1s_a(2)dτ}
These integrals can be simplified because ∫φ_H1s_a(1)φ_H1s_a(1)dτ_i = 1 and ∫φ_H1s_a(1)φ_H1s_b(1)dτ_i = S_ab
1 = 2N^2 (1 + S_ab^2)
N = 1/√(2 + 2S_ab^2)
<E_electronic> = 1/(1+S_ab^2) [2E_1s(1+S^2)+J+K]","= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E_1s(1 + S^2) + J + K]
= 1/(1 + S_ab^2) [2E",0.6797710061073303,0.5777695178985596,0.6246335506439209,0.1570048309178744,0.3714285714285714,0.2207130730050933
124,Calculate the concentration of iodide ion needed for precipitation.,1.5 × 10^-12 M.,"Ksp = [Ag+]2[1-]2 = 1.3 × 10^-7
[Ag+] = 2.7 × 10^-4 M
[1-] = 3.0 × 10^-3 M",0.591614842414856,0.750752329826355,0.6617507338523865,0.1428571428571428,0.6,0.2307692307692307
125,Calculate the change in the molar Gibbs energy of a perfect gas when its pressure is increased isothermally from 50.0 kPa to 100.0 kPa at 298 K.,ΔGm = RT ln(pf/pi) = (8.3145 J K^−1 mol^−1) × (298 K) × ln(100.0 atm / 1.0 atm) = +11.4... × 10^3 J mol^−1 = +11 kJ mol^−1,"The change in the Gibbs molar energy of a perfect gas is calculated using the equation ΔG_m = RT ln(P_f / P_i). The values of R and T are 8.314 J/mol·K and 298 K, respectively, and the initial and final pressures are 50.0 kPa and 100.0 kPa, respectively.",0.5868127346038818,0.6158657670021057,0.6009883284568787,0.1636363636363636,0.28125,0.2068965517241379
